patent_id,inventor_sequence,inventor_id,disambig_inventor_name_first,disambig_inventor_name_last,gender_code,location_id
11573856,2,fl:pa_ln:krishnani-1,Padam Patt,Krishnani,M,93f56e17-49af-11ed-9879-1234bde3cd05
12014547,3,fl:jo_ln:white-81,Jonathan,White,M,8f94a78e-16c8-11ed-9b5f-1234bde3cd05
8614634,0,fl:su_ln:sudhakaran-2,Sunil,Sudhakaran,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
8866833,7,fl:ge_ln:slavenburg-2,Gerrit A.,Slavenburg,M,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
7466316,1,fl:st_ln:lew-3,Stephen D.,Lew,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
9436969,3,fl:jo_ln:rhoades-2,Johnny S.,Rhoades,M,03373085-16c8-11ed-9b5f-1234bde3cd05
8373717,2,fl:do_ln:rogers-3,Douglas H.,Rogers,M,15a22f0f-16c8-11ed-9b5f-1234bde3cd05
11594006,3,fl:ja_ln:kautz-1,Jan,Kautz,F,0ea025b8-16c8-11ed-9b5f-1234bde3cd05
12154293,0,fl:ka_ln:patzwaldt-1,Karsten,Patzwaldt,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
9377510,2,fl:am_ln:sanghani-1,Amit,Sanghani,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7558348,0,fl:ta_ln:liu-112,Tao,Liu,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
7260686,3,fl:br_ln:langendorf-2,Brian K.,Langendorf,M,c6d1be1e-16c7-11ed-9b5f-1234bde3cd05
10999051,0,fl:xi_ln:chen-234,Xi,Chen,F,c7b15c3f-16c7-11ed-9b5f-1234bde3cd05
6768487,0,fl:ed_ln:greene-2,Edward C.,Greene,M,c2e22c7f-16c7-11ed-9b5f-1234bde3cd05
9576340,2,fl:sc_ln:saulters-1,Scott,Saulters,M,907f9ab3-16c8-11ed-9b5f-1234bde3cd05
7882292,1,fl:br_ln:hutsell-1,Brian D.,Hutsell,M,4d366dfe-16c8-11ed-9b5f-1234bde3cd05
D702684,5,fl:ja_ln:lee-315,James,Lee,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
11790594,1,fl:ja_ln:boksansky-1,Jakub,Boksansky,M,145cee04-16c8-11ed-9b5f-1234bde3cd05
8436669,0,fl:jo_ln:alben-1,Jonah M.,Alben,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7576745,1,fl:an_ln:tamasi-1,Anthony Michael,Tamasi,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7755634,0,fl:jo_ln:lindholm-5,John Erik,Lindholm,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
9009561,1,fl:li_ln:yang-78,Ling,Yang,F,c3f6bfd4-16c7-11ed-9b5f-1234bde3cd05
10657306,4,fl:li_ln:luo-7,Lijuan,Luo,F,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9305388,0,fl:ev_ln:makarov-2,Evgeny,Makarov,M,13796783-16c8-11ed-9b5f-1234bde3cd05
8248806,0,fl:lu_ln:mimberg-1,Ludger,Mimberg,M,b3b6f074-16c7-11ed-9b5f-1234bde3cd05
7519892,1,fl:wi_ln:simms-4,William B.,Simms,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7408553,2,fl:br_ln:cabral-2,Brian Keith,Cabral,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
10152329,0,fl:mi_ln:fetterman-1,Michael A.,Fetterman,M,3a257802-16c8-11ed-9b5f-1234bde3cd05
9934153,2,fl:da_ln:johnson-30,Daniel R.,Johnson,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
10565747,2,fl:ja_ln:lehtinen-2,Jaakko T.,Lehtinen,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
9087411,1,fl:ma_ln:mullerfischer-2,Matthias,Muller-Fischer,M,8d0c2f70-16c8-11ed-9b5f-1234bde3cd05
11506888,4,fl:da_ln:luebke-3,David Patrick,Luebke,M,02bfdd25-16c8-11ed-9b5f-1234bde3cd05
8949541,1,fl:pe_ln:holmqvist-2,Peter B.,Holmqvist,M,6d380d52-16c8-11ed-9b5f-1234bde3cd05
11652827,4,fl:yo_ln:zhang-85,Yong,Zhang,M,63590669-49af-11ed-9879-1234bde3cd05
11809319,2,fl:ja_ln:singh-93,Jasjit,Singh,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
12198251,4,fl:ed_ln:biddulph-1,Edward,Biddulph,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
7979860,0,fl:ra_ln:hill-15,Ralph D.,Hill,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
7683905,4,fl:st_ln:molnar-1,Steven E.,Molnar,M,fa3555dc-16c7-11ed-9b5f-1234bde3cd05
9286119,2,fl:ni_ln:wang-14,Nicholas,Wang,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
9460546,1,fl:st_ln:parker-25,Steven,Parker,M,c1bffd96-16c7-11ed-9b5f-1234bde3cd05
8810592,3,fl:ph_ln:johnson-3,Philip Browning,Johnson,M,b7fd1cfb-16c7-11ed-9b5f-1234bde3cd05
11604470,1,fl:ho_ln:lee-37,Hon Leung,Lee,M,816cf2b5-16c8-11ed-9b5f-1234bde3cd05
9607133,0,fl:ro_ln:rubin-12,Robert,Rubin,M,c8a494cf-16c7-11ed-9b5f-1234bde3cd05
9905196,5,fl:ka_ln:pulli-1,Kari,Pulli,F,a26e22db-16c8-11ed-9b5f-1234bde3cd05
12142016,0,fl:te_ln:karras-1,Tero Tapani,Karras,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
9038080,1,fl:ma_ln:kudlur-1,Manjunath,Kudlur,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9069706,0,fl:pa_ln:sriram-4,Parthasarathy,Sriram,M,b86c5343-16c7-11ed-9b5f-1234bde3cd05
9437039,4,fl:da_ln:luebke-3,David Patrick,Luebke,M,02bfdd25-16c8-11ed-9b5f-1234bde3cd05
11871011,2,fl:vi_ln:pore-1,Vinayak,Pore,M,119ae6d0-16c8-11ed-9b5f-1234bde3cd05
7756123,1,fl:na_ln:myers-2,Nathan,Myers,M,1d3ed933-16c8-11ed-9b5f-1234bde3cd05
12233854,5,fl:mi_ln:park-158,Minwoo,Park,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
9098297,0,fl:th_ln:poff-1,Thomas C.,Poff,M,b86c5343-16c7-11ed-9b5f-1234bde3cd05
12216969,3,fl:st_ln:jeschke-1,Stefan,Jeschke,M,15c549e5-16c8-11ed-9b5f-1234bde3cd05
9066285,0,fl:br_ln:desmet-2,Bruno,De Smet,M,4730201d-16c8-11ed-9b5f-1234bde3cd05
10877757,3,fl:sh_ln:gadre-2,Shirish,Gadre,M,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
8675091,0,fl:am_ln:silverstein-1,Amnon,Silverstein,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
7287145,3,fl:ro_ln:surgutchik-1,Roman,Surgutchik,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12137055,0,fl:an_ln:mugu-1,Anil,Mugu,M,8d602ace-16c8-11ed-9b5f-1234bde3cd05
11011249,1,fl:ke_ln:yang-92,Kelly,Yang,F,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
8200947,1,fl:la_ln:nyland-1,Lars,Nyland,M,01f2f576-16c8-11ed-9b5f-1234bde3cd05
7504872,3,fl:ch_ln:young-14,Charles Chew-Yuen,Young,M,c6a61746-16c7-11ed-9b5f-1234bde3cd05
9071244,0,fl:jo_ln:poulton-1,John W.,Poulton,M,fa3555dc-16c7-11ed-9b5f-1234bde3cd05
11645530,0,fl:xi_ln:yang-452,Xiaodong,Yang,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7584475,1,fl:st_ln:eckart-1,Stefan,Eckart,M,145cee04-16c8-11ed-9b5f-1234bde3cd05
9489712,0,fl:du_ln:riach-1,Duncan A.,Riach,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
8958688,2,fl:jo_ln:white-81,Jonathan,White,M,8f94a78e-16c8-11ed-9b5f-1234bde3cd05
12190448,0,fl:ka_ln:wang-116,Kang L.,Wang,M,816cf2b5-16c8-11ed-9b5f-1234bde3cd05
9788347,0,fl:ta_ln:tabet-2,Tarik,Tabet,M,5aa2a2f5-16c8-11ed-9b5f-1234bde3cd05
11972354,2,fl:no_ln:gamboa-1,Noah Jonathan,Gamboa,M,c8bb57fa-16c7-11ed-9b5f-1234bde3cd05
9747718,4,fl:ch_ln:wyman-7,Christopher Ryan,Wyman,M,816d1200-16c8-11ed-9b5f-1234bde3cd05
7154507,0,fl:he_ln:moreton-1,Henry Packard,Moreton,M,c4f7422a-16c7-11ed-9b5f-1234bde3cd05
9578224,2,fl:pa_ln:shehane-1,Patrick,Shehane,M,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
7453158,0,fl:in_ln:singh-13,Inderjit,Singh,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
9830210,3,fl:ja_ln:deming-2,James Leroy,Deming,M,e08bd564-16c7-11ed-9b5f-1234bde3cd05
8775112,3,fl:se_ln:treichler-1,Sean J.,Treichler,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
11934867,0,fl:sa_ln:damani-1,Sana,Damani,F,ec2f0cf3-16c7-11ed-9b5f-1234bde3cd05
9104421,2,fl:to_ln:cheng-12,Tony Yuhsiang,Cheng,M,c4361743-16c7-11ed-9b5f-1234bde3cd05
9390788,3,fl:zh_ln:jiang-134,Zhenye,Jiang,U,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10852775,3,fl:yu_ln:kim-196,Yunseok,Kim,U,c3f6bfd4-16c7-11ed-9b5f-1234bde3cd05
8098254,6,fl:br_ln:simeral-1,Brad W.,Simeral,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
8106904,2,fl:ch_ln:maughan-1,Christopher T.,Maughan,M,2102716a-16c8-11ed-9b5f-1234bde3cd05
9013498,1,fl:an_ln:tao-9,Andrew,Tao,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
9524138,0,fl:er_ln:boucher-1,Eric,Boucher,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
12243152,7,fl:sa_ln:fidler-1,Sanja,Fidler,F,1831a2a8-16c8-11ed-9b5f-1234bde3cd05
8190767,1,fl:pa_ln:gyugyi-1,Paul J.,Gyugyi,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
12135781,2,fl:ma_ln:stephenson-9,Mark,Stephenson,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
11145108,2,fl:jo_ln:spitzer-7,John,Spitzer,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11157414,1,fl:ti_ln:aila-1,Timo Oskari,Aila,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
12243118,6,fl:ja_ln:marathe-1,Jaydeep,Marathe,M,816d24e6-16c8-11ed-9b5f-1234bde3cd05
11745347,4,fl:mi_ln:macklin-1,Miles,Macklin,M,56dec334-16c8-11ed-9b5f-1234bde3cd05
8120614,2,fl:ka_ln:bhat-4,Karthik,Bhat,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
11496773,0,fl:yi_ln:tsai-132,Yi-Hsuan,Tsai,F,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9755994,5,fl:er_ln:hill-12,Eric Lyell,Hill,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
12153783,0,fl:ja_ln:hellsten-1,Janne Johannes,Hellsten,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
10663515,1,fl:sh_ln:sarangi-1,Shantanu,Sarangi,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
11233730,0,fl:gl_ln:dearth-1,Glenn,Dearth,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8656394,1,fl:ia_ln:buck-1,Ian A.,Buck,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11675704,5,fl:ro_ln:babich-1,Ronald Charles,"Babich, Jr.",M,fb3e86a9-16c7-11ed-9b5f-1234bde3cd05
12249589,0,fl:do_ln:xie-26,Dongji,Xie,U,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11488418,2,fl:th_ln:breuel-1,Thomas,Breuel,M,c7a9cbf8-16c7-11ed-9b5f-1234bde3cd05
7941645,2,fl:mi_ln:ogrinc-1,Michael A.,Ogrinc,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
9093135,2,fl:ro_ln:krashinsky-1,Ronny Meir,Krashinsky,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
9251557,0,fl:sa_ln:khatod-1,Sarika Bhimkaran,Khatod,F,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
12272040,0,fl:su_ln:hwang-84,Sung Hyun,Hwang,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7860912,1,fl:to_ln:tam-1,Tony C.,Tam,M,c324ce6e-16c7-11ed-9b5f-1234bde3cd05
9484115,7,fl:ju_ln:yang-142,Jun,Yang,M,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
8077174,5,fl:br_ln:coon-1,Brett W.,Coon,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9087473,2,fl:br_ln:martin-62,Bruno E. A.,Martin,M,b7fd1cfb-16c7-11ed-9b5f-1234bde3cd05
9519947,2,fl:la_ln:nyland-1,Lars,Nyland,M,01f2f576-16c8-11ed-9b5f-1234bde3cd05
8045330,0,fl:ta_ln:zhang-21,Tao,Zhang,M,93778f03-16c8-11ed-9b5f-1234bde3cd05
10032243,0,fl:zi_ln:hakura-1,Ziyad S.,Hakura,M,15a22f0f-16c8-11ed-9b5f-1234bde3cd05
9448779,3,fl:ja_ln:kolhe-1,Jayant B.,Kolhe,M,c7b15c3f-16c7-11ed-9b5f-1234bde3cd05
8964822,0,fl:fa_ln:belghoul-1,Farouk,Belghoul,M,46532f6d-16c8-11ed-9b5f-1234bde3cd05
9104423,2,fl:la_ln:moll-3,Laurent,Moll,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11887245,0,fl:he_ln:hanssonsoederlund-1,Herman,Hansson Soederlund,M,0fbaa904-16c8-11ed-9b5f-1234bde3cd05
7884829,0,fl:ja_ln:vandyke-9,James M.,Van Dyke,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
7433981,0,fl:ro_ln:quan-3,Robert A.,Quan,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
11804002,1,fl:jo_ln:burgess-14,John,Burgess,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
9442759,1,fl:la_ln:shah-2,Lacky V.,Shah,M,c7e001c0-16c7-11ed-9b5f-1234bde3cd05
D600738,4,fl:da_ln:burckhard-1,Darren,Burckhard,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9639466,6,fl:ge_ln:lynch-2,George R.,Lynch,M,04726932-16c8-11ed-9b5f-1234bde3cd05
11494879,1,fl:te_ln:karras-1,Tero Tapani,Karras,M,bab12027-16c7-11ed-9b5f-1234bde3cd05
7849342,0,fl:ro_ln:surgutchik-1,Roman,Surgutchik,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10489542,0,fl:ma_ln:ren-8,Mark,Ren,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
8698305,3,fl:si_ln:thomas-6,Simon,Thomas,M,b7fd1cfb-16c7-11ed-9b5f-1234bde3cd05
11881255,5,fl:ab_ln:dhir-1,Abhishek,Dhir,M,f8bc137b-16c7-11ed-9b5f-1234bde3cd05
10891538,4,fl:la_ln:dennison-2,Larry Robert,Dennison,M,0aeb3e03-16c8-11ed-9b5f-1234bde3cd05
7216050,1,fl:ca_ln:davies-7,Carl W.,Davies,M,f3f0c1c1-16c7-11ed-9b5f-1234bde3cd05
11995023,0,fl:ki_ln:modukuri-1,Kiran Kumar,Modukuri,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11605001,5,fl:ti_ln:aila-1,Timo Oskari,Aila,M,5f95bb9a-16c8-11ed-9b5f-1234bde3cd05
12002189,1,fl:an_ln:patney-1,Anjul,Patney,U,816d24e6-16c8-11ed-9b5f-1234bde3cd05
6452595,1,fl:do_ln:voorhies-1,Douglas A.,Voorhies,M,c8bb57fa-16c7-11ed-9b5f-1234bde3cd05
8059128,1,fl:ma_ln:french-14,Mark J.,French,M,04726932-16c8-11ed-9b5f-1234bde3cd05
7240184,1,fl:st_ln:oberman-1,Stuart F.,Oberman,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
11908064,1,fl:pe_ln:shirley-2,Peter Schuyler,Shirley,M,c1bffd96-16c7-11ed-9b5f-1234bde3cd05
8994640,2,fl:ro_ln:schutten-2,Robert Jan,Schutten,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7692659,1,fl:da_ln:wilde-2,Daniel P.,Wilde,M,7ae82d76-16c8-11ed-9b5f-1234bde3cd05
9147447,1,fl:br_ln:khailany-1,Brucek Kurdo,Khailany,M,4affd925-16c8-11ed-9b5f-1234bde3cd05
7050055,1,fl:si_ln:moy-1,Simon,Moy,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
9529712,2,fl:wa_ln:yamamoto-7,Wayne,Yamamoto,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
12333638,3,fl:te_ln:karras-1,Tero Tapani,Karras,M,8fe265be-49af-11ed-9879-1234bde3cd05
9495721,3,fl:ru_ln:bastos-1,Rui M.,Bastos,M,610830c9-16c8-11ed-9b5f-1234bde3cd05
9953457,0,fl:al_ln:keller-7,Alexander,Keller,M,3127bc40-16c8-11ed-9b5f-1234bde3cd05
9645635,1,fl:te_ln:raja-1,Tezaswi,Raja,F,13f05eea-16c8-11ed-9b5f-1234bde3cd05
12217386,2,fl:aa_ln:lefohn-1,Aaron Eliot,Lefohn,M,816d24e6-16c8-11ed-9b5f-1234bde3cd05
11204849,1,fl:sa_ln:idgunji-2,Sachin Satish,Idgunji,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
11282258,1,fl:ji_ln:nilsson-3,Jim K.,Nilsson,M,4a603312-16c8-11ed-9b5f-1234bde3cd05
7917736,0,fl:ma_ln:french-14,Mark J.,French,M,04726932-16c8-11ed-9b5f-1234bde3cd05
7760619,0,fl:ay_ln:abdulla-1,Ayaz,Abdulla,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
7450136,0,fl:he_ln:moreton-1,Henry Packard,Moreton,M,c4f7422a-16c7-11ed-9b5f-1234bde3cd05
7085184,1,bofars58cjd1ulht5hpv2k7m0,Scott B.,Kuusinen,M,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
8897365,1,fl:hi_ln:choudhury-1,Himadri,Choudhury,F,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8938661,1,fl:li_ln:yang-78,Ling,Yang,F,c3f6bfd4-16c7-11ed-9b5f-1234bde3cd05
7042263,2,fl:se_ln:treichler-1,Sean J.,Treichler,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
9773460,2,fl:th_ln:fox-6,Thomas F.,Fox,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8209673,0,fl:he_ln:ledebohm-1,Herbert O.,Ledebohm,M,d5b79f8d-16c7-11ed-9b5f-1234bde3cd05
11428536,1,fl:li_ln:yang-239,Lin,Yang,M,c1ede107-16c7-11ed-9b5f-1234bde3cd05
7516412,1,fl:ke_ln:hurley-8,Kenneth L.,Hurley,M,b86c5343-16c7-11ed-9b5f-1234bde3cd05
10997435,0,fl:jo_ln:abbott-14,Josh,Abbott,M,c18ccfdc-16c7-11ed-9b5f-1234bde3cd05
10080161,0,fl:al_ln:may-8,Alexander,May,M,4730201d-16c8-11ed-9b5f-1234bde3cd05
10281524,1,fl:sh_ln:sarangi-1,Shantanu,Sarangi,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
10269090,0,fl:er_ln:lum-1,Eric B.,Lum,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9831838,0,fl:sh_ln:abdelhalem-1,Sherif,Abdelhalem,M,1893009c-16c8-11ed-9b5f-1234bde3cd05
8001531,0,fl:ph_ln:rideout-1,Philip A.,Rideout,M,8f94a78e-16c8-11ed-9b5f-1234bde3cd05
11675359,4,fl:da_ln:nister-1,David,Nister,M,816cf2b5-16c8-11ed-9b5f-1234bde3cd05
9501865,4,fl:al_ln:keller-7,Alexander,Keller,M,3127bc40-16c8-11ed-9b5f-1234bde3cd05
8928677,0,fl:da_ln:wexler-3,Daniel Elliot,Wexler,M,bc322e2a-16c7-11ed-9b5f-1234bde3cd05
8339406,2,fl:le_ln:zhong-2,Lefan,Zhong,F,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11574097,2,fl:li_ln:luo-7,Lijuan,Luo,F,13f05eea-16c8-11ed-9b5f-1234bde3cd05
8190937,2,fl:bo_ln:song-44,Boon Sun,Song,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
7370132,3,fl:mi_ln:diamond-6,Michael B.,Diamond,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
10867429,4,fl:wi_ln:newhall-1,William Parsons,"Newhall, Jr.",M,c4f7422a-16c7-11ed-9b5f-1234bde3cd05
10218988,1,fl:ty_ln:bergland-1,Tyson J.,Bergland,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
7830392,2,fl:jo_ln:montrym-1,John S.,Montrym,M,c7e001c0-16c7-11ed-9b5f-1234bde3cd05
12216608,0,fl:ig_ln:mitsyanko-1,Igor,Mitsyanko,M,829203a4-49af-11ed-9879-1234bde3cd05
6779069,1,fl:ed_ln:liu-9,Edward,Liu,M,c7b15c3f-16c7-11ed-9b5f-1234bde3cd05
10984637,0,fl:ry_ln:albright-1,Ryan,Albright,M,c6d1fc1a-16c7-11ed-9b5f-1234bde3cd05
8782291,1,fl:ja_ln:kim-347,Jason Seung-Min,Kim,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9818379,0,fl:ma_ln:vannostrand-2,Mark Ernest,Van Nostrand,M,df77a7d8-16c7-11ed-9b5f-1234bde3cd05
7800905,0,fl:zh_ln:yu-200,Zhihai Zack,Yu,M,c4f70efb-16c7-11ed-9b5f-1234bde3cd05
8190668,0,fl:ji_ln:li-755,Jincheng,Li,M,35a7da9f-16c8-11ed-9b5f-1234bde3cd05
8085275,0,fl:je_ln:duluk-1,Jerome F.,"Duluk, Jr.",M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
10607552,0,fl:je_ln:roever-1,Jens,Roever,M,c41f88fa-16c7-11ed-9b5f-1234bde3cd05
D1078812,3,fl:da_ln:weikersdorfer-1,David,Weikersdorfer,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
11487341,5,fl:da_ln:rodriguez-23,Daniel I.,Rodriguez,M,c31f4b00-16c7-11ed-9b5f-1234bde3cd05
10699427,2,fl:er_ln:lum-1,Eric B.,Lum,M,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
9355483,5,fl:al_ln:meixner-2,Albert,Meixner,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
8698802,2,fl:ki_ln:dmitriev-1,Kirill A.,Dmitriev,M,13796783-16c8-11ed-9b5f-1234bde3cd05
11644834,4,fl:mo_ln:yousuf-2,Mohammed Abdulla,Yousuf,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
12211005,4,fl:dm_ln:duka-1,Dmitry,Duka,M,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11328169,0,fl:si_ln:liu-41,Sifei,Liu,U,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11079764,0,fl:da_ln:nister-1,David,Nister,M,816cf2b5-16c8-11ed-9b5f-1234bde3cd05
11704857,0,fl:xu_ln:li-14,Xueting,Li,F,c59ba8f0-16c7-11ed-9b5f-1234bde3cd05
8253737,0,fl:vi_ln:gostrenko-1,Viatcheslav V.,Gostrenko,M,c402c9a6-16c7-11ed-9b5f-1234bde3cd05
8151095,0,fl:ni_ln:wilt-2,Nicholas Patrick,Wilt,M,d929a955-16c7-11ed-9b5f-1234bde3cd05
11474519,9,fl:ch_ln:shih-274,Chin-Hsien,SHIH,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
10997496,4,fl:la_ln:dennison-2,Larry Robert,Dennison,M,0aeb3e03-16c8-11ed-9b5f-1234bde3cd05
12086095,2,fl:ba_ln:richardson-2,Bartley,Richardson,M,1d3ee21b-16c8-11ed-9b5f-1234bde3cd05
11808805,2,fl:sh_ln:lee-28,Shang-Ju,Lee,U,907f9ab3-16c8-11ed-9b5f-1234bde3cd05
11144754,1,fl:ni_ln:avadhanam-1,Niranjan,Avadhanam,M,c39d6412-16c7-11ed-9b5f-1234bde3cd05
11921502,0,fl:mi_ln:park-158,Minwoo,Park,M,c8cecfc9-16c7-11ed-9b5f-1234bde3cd05
8941672,0,fl:ra_ln:jacoby-3,Rambod,Jacoby,U,13f05eea-16c8-11ed-9b5f-1234bde3cd05
9542227,1,fl:xi_ln:huang-416,Xiaohuang,Huang,U,34e9615b-16c8-11ed-9b5f-1234bde3cd05
7876378,1,fl:ga_ln:amann-1,Garry W.,Amann,M,1811f8b9-16c8-11ed-9b5f-1234bde3cd05
8866511,0,fl:wi_ln:dally-2,William J.,Dally,M,c7e001c0-16c7-11ed-9b5f-1234bde3cd05
11663773,3,fl:pe_ln:shirley-2,Peter Schuyler,Shirley,M,c1bffd96-16c7-11ed-9b5f-1234bde3cd05
7643330,0,fl:hw_ln:lin-1,Hwong-Kwo,Lin,U,a26e22db-16c8-11ed-9b5f-1234bde3cd05
10957020,1,fl:an_ln:banerjee-3,Ankan,Banerjee,U,119ae6d0-16c8-11ed-9b5f-1234bde3cd05
7483031,7,fl:fr_ln:nicklisch-1,Fred D.,Nicklisch,M,
11884294,1,fl:yi_ln:wang-270,Yizhou,Wang,U,13f05eea-16c8-11ed-9b5f-1234bde3cd05
8858327,0,fl:fe_ln:wang-29,Fei,Wang,M,5f9642f0-16c8-11ed-9b5f-1234bde3cd05
9183607,1,fl:ed_ln:hutchins-3,Edward A.,Hutchins,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
9355492,3,fl:al_ln:keller-7,Alexander,Keller,M,3127bc40-16c8-11ed-9b5f-1234bde3cd05
6731298,3,fl:ha_ln:feldmanzatz-1,Harold Robert,Feldman Zatz,M,a26e2a3b-16c8-11ed-9b5f-1234bde3cd05
8437405,2,fl:sh_ln:moni-2,Shankar,Moni,M,68a4ea01-16c8-11ed-9b5f-1234bde3cd05
8131931,4,fl:ge_ln:lynch-2,George R.,Lynch,M,04726932-16c8-11ed-9b5f-1234bde3cd05
10424074,7,fl:mi_ln:fetterman-1,Michael A.,Fetterman,M,3a257802-16c8-11ed-9b5f-1234bde3cd05
9026745,1,fl:pa_ln:keller-5,Paul G.,Keller,M,c41f4e0e-16c7-11ed-9b5f-1234bde3cd05
11170740,1,fl:ga_ln:singh-13,Gaurav,Singh,M,119ae6d0-16c8-11ed-9b5f-1234bde3cd05
9092658,1,fl:ga_ln:kale-5,Gautam Pratap,Kale,M,119ae6d0-16c8-11ed-9b5f-1234bde3cd05
11937028,1,fl:wi_ln:mecham-1,William Andrew,Mecham,M,c6d2156c-16c7-11ed-9b5f-1234bde3cd05
11082490,1,fl:xu_ln:wang-131,Xun,Wang,M,13f05eea-16c8-11ed-9b5f-1234bde3cd05
8700865,3,fl:br_ln:hutsell-1,Brian D.,Hutsell,M,4d366dfe-16c8-11ed-9b5f-1234bde3cd05
11189075,7,fl:ig_ln:llamas-1,Ignacio,Llamas,M,a26e22db-16c8-11ed-9b5f-1234bde3cd05
