patent_id,assignee_sequence,assignee_id,disambig_assignee_individual_name_first,disambig_assignee_individual_name_last,disambig_assignee_organization,assignee_type,location_id
8605104,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7864183,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8970584,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
D978078,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7120816,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10459861,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11967396,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11138018,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8633927,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8698918,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7836276,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6867780,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7447873,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8860766,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11789811,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6900810,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7598958,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7802207,0,0ca207e3-f0dd-43b6-a160-2940769db895,,,"NVIDIA International, Inc.",3,3888549d-16c8-11ed-9b5f-1234bde3cd05
11822491,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9363187,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7791611,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8135926,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9685207,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12127374,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11388391,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9031393,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12047067,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8583724,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9183662,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9582065,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8788692,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8218555,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9208605,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9368439,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7995465,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11677839,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9118992,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8572288,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7626871,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8232991,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12112395,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10991152,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9846607,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10922793,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8922566,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6952206,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9766866,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9231477,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8073675,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8087029,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9448803,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10147203,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12105960,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9071244,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7610483,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12254410,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10993110,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11176682,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8611437,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9146949,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7562205,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6879207,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9250449,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10180916,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7852345,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7330916,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8243092,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9323774,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10922876,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6992669,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12112148,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12210888,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12135781,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6952217,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11797303,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12292495,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9830210,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11995759,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11973060,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12223593,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11314985,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12307684,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11284160,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7538773,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6344852,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11537139,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8325194,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7890925,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11756254,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10430356,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7495985,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11721089,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8872827,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10121220,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12120152,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11372548,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12223303,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9396512,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8020150,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7050068,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9158896,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9405508,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8139073,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7882369,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11769481,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11204849,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9379156,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12210770,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8698819,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10635357,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6975319,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12167169,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11636689,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8010944,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7225216,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12153688,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8638241,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7805573,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7526619,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7747095,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9171115,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11864359,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7542042,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6788312,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9106013,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
6614448,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11971790,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9105113,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7002577,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8115775,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9098272,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8788761,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10757812,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12265416,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9218792,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7366842,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11106261,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7340562,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12009816,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
12236204,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
D958860,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8296515,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9069609,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9251557,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11769298,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10410431,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8732644,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7456838,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8347118,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8723969,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8350780,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8035645,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11068626,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7433981,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8943091,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10776688,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7483029,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8698837,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9445242,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8019978,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8605086,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11886885,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11487498,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9086707,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10990732,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7672179,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8589468,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8660380,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
8223150,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10545189,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
11270496,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9087398,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
10957651,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9928642,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
9368422,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
7928988,0,024bdad2-8995-48e5-859e-a578e0a7ad6d,,,NVIDIA CORPORATION,2,c1ee6332-16c7-11ed-9b5f-1234bde3cd05
