patent_id,patent_type,patent_date,patent_title,wipo_kind,num_claims,withdrawn,filename
11836361,utility,2023-12-05,Implementing compiler-based memory safety for a graphic processing unit,B2,8,0,ipg231205.xml
11836490,utility,2023-12-05,Kernel coefficient quantization,B2,20,0,ipg231205.xml
11836527,utility,2023-12-05,Accelerating table lookups using a decoupled lookup table accelerator in a system on a chip,B2,20,0,ipg231205.xml
11836597,utility,2023-12-05,Detecting visual artifacts in image sequences using a neural network model,B2,18,0,ipg231205.xml
11836645,utility,2023-12-05,Generating augmented sensor data for testing operational capability in deployed environments,B2,20,0,ipg231205.xml
11836844,utility,2023-12-05,Motion vector optimization for multiple refractive and reflective interfaces,B2,20,0,ipg231205.xml
11838126,utility,2023-12-05,Parallel selection of fifth generation (5G) new radio information,B2,33,0,ipg231205.xml
11840238,utility,2023-12-12,Multi-view geometry-based hazard detection for autonomous systems and applications,B2,23,0,ipg231212.xml
11841458,utility,2023-12-12,Domain restriction of neural networks through synthetic data pre-training,B2,20,0,ipg231212.xml
11841987,utility,2023-12-12,Gaze determination using glare as input,B2,20,0,ipg231212.xml
11842280,utility,2023-12-12,Loss-scaling for deep neural network training with reduced precision,B2,32,0,ipg231212.xml
11842440,utility,2023-12-12,Landmark location reconstruction in autonomous machine applications,B2,19,0,ipg231212.xml
11842528,utility,2023-12-12,Occupancy map updates based on sensor data collected by autonomous vehicles,B2,18,0,ipg231212.xml
11847508,utility,2023-12-19,Convergence among concurrently executing threads,B2,19,0,ipg231219.xml
11847538,utility,2023-12-19,Differential privacy dataset generation using generative models,B2,28,0,ipg231219.xml
11847550,utility,2023-12-19,Sparse convolutional neural network accelerator,B2,20,0,ipg231219.xml
11847733,utility,2023-12-19,Performance of ray-traced shadow creation within a scene,B2,22,0,ipg231219.xml
11847737,utility,2023-12-19,Temporal denoiser quality in dynamic scenes,B2,20,0,ipg231219.xml
11851014,utility,2023-12-26,In-cabin hazard prevention and safety control system for autonomous machine applications,B2,20,0,ipg231226.xml
11851015,utility,2023-12-26,In-cabin hazard prevention and safety control system for autonomous machine applications,B2,20,0,ipg231226.xml
11852813,utility,2023-12-26,Prescription augmented reality display,B2,21,0,ipg231226.xml
11853764,utility,2023-12-26,Accelerated processing via a physically based rendering engine,B2,20,0,ipg231226.xml
11854141,utility,2023-12-26,Early release of resources in ray tracing hardware,B2,16,0,ipg231226.xml
11854401,utility,2023-12-26,Temporal information prediction in autonomous machine applications,B2,20,0,ipg231226.xml
11854660,utility,2023-12-26,Slew signal shaper circuit using two signal paths,B2,13,0,ipg231226.xml
11855804,utility,2023-12-26,Storage-efficient implementation of downstream VXLAN identifiers,B2,38,0,ipg231226.xml
11856044,utility,2023-12-26,Isolating QoS policy performance for improved data streaming systems and applications,B1,20,0,ipg231226.xml
11857872,utility,2024-01-02,Content adaptive data center routing and forwarding in cloud computing environments,B2,20,0,ipg240102.xml
11860067,utility,2024-01-02,Thermal test vehicle,B2,20,0,ipg240102.xml
11860455,utility,2024-01-02,Modular prescription augmented reality display,B2,17,0,ipg240102.xml
11860628,utility,2024-01-02,Parallel processing of vehicle path planning suitable for parking,B2,20,0,ipg240102.xml
11861229,utility,2024-01-02,Techniques for transferring commands to a dynamic random-access memory,B2,20,0,ipg240102.xml
11861758,utility,2024-01-02,Packet processing acceleration using parallel processing,B2,41,0,ipg240102.xml
11861811,utility,2024-01-02,Neural network system with temporal feedback for denoising of rendered sequences,B2,20,0,ipg240102.xml
11861890,utility,2024-01-02,Style-based architecture for generative neural networks,B2,23,0,ipg240102.xml
11863390,utility,2024-01-02,Path attestation for computing resources,B1,30,0,ipg240102.xml
11863832,utility,2024-01-02,Start-up performance improvement for remote computer application,B2,20,0,ipg240102.xml
11864359,utility,2024-01-02,Intelligent threshold leak remediaton of datacenter cooling systems,B2,10,0,ipg240102.xml
11867515,utility,2024-01-09,Using measure of constrainedness in high definition maps for localization of vehicles,B2,20,0,ipg240109.xml
11867744,utility,2024-01-09,Techniques for isolating interfaces while testing semiconductor devices,B2,20,0,ipg240109.xml
11869149,utility,2024-01-09,Computer-based techniques for learning compositional representations of 3D point clouds,B2,20,0,ipg240109.xml
11869483,utility,2024-01-09,Unsupervised alignment for text to speech synthesis using neural networks,B2,20,0,ipg240109.xml
11871011,utility,2024-01-09,Efficient lossless compression of captured raw image information systems and methods,B2,20,0,ipg240109.xml
11871018,utility,2024-01-09,Parallel processing of video frames during video encoding,B2,20,0,ipg240109.xml
11874662,utility,2024-01-16,Sharing sensor data between multiple controllers to support vehicle operations,B2,6,0,ipg240116.xml
11874663,utility,2024-01-16,"Systems and methods for computer-assisted shuttles, buses, robo-taxis, ride-sharing and on-demand vehicles with situational awareness",B2,20,0,ipg240116.xml
11874742,utility,2024-01-16,Techniques for recovering from errors when executing software applications on parallel processors,B2,20,0,ipg240116.xml
11875057,utility,2024-01-16,Shared structure for a logic analyzer and programmable state machine,B2,20,0,ipg240116.xml
11875444,utility,2024-01-16,Accelerated processing via a physically based rendering engine,B2,24,0,ipg240116.xml
11875449,utility,2024-01-16,Real-time rendering with implicit shapes,B2,20,0,ipg240116.xml
11875478,utility,2024-01-16,Dynamic image smoothing based on network conditions,B2,22,0,ipg240116.xml
11876697,utility,2024-01-16,Extensible network traffic engineering platform for increasing network resiliency in cloud applications,B2,20,0,ipg240116.xml
11876782,utility,2024-01-16,Header-based packet filtering and inferencing to identify malicious network traffic using neural networks,B2,20,0,ipg240116.xml
11878682,utility,2024-01-23,Path planning and control to account for position uncertainty for autonomous machine applications,B2,20,0,ipg240123.xml
11880261,utility,2024-01-23,Automatic method for power management tuning in computing systems,B2,28,0,ipg240123.xml
11880265,utility,2024-01-23,Error rate interrupts in hardware for high-speed signaling interconnect,B2,18,0,ipg240123.xml
11880466,utility,2024-01-23,Secure reconfiguration of hardware device operating features,B2,20,0,ipg240123.xml
11880927,utility,2024-01-23,Three-dimensional object reconstruction from a video,B2,20,0,ipg240123.xml
11881255,utility,2024-01-23,Look ahead switching circuit for a multi-rank system,B2,21,0,ipg240123.xml
11882678,utility,2024-01-23,Redundant isolation of rack manifolds for datacenter cooling systems,B2,24,0,ipg240123.xml
11884294,utility,2024-01-30,Lane change planning and control in autonomous machine applications,B2,23,0,ipg240130.xml
11885907,utility,2024-01-30,Deep neural network for detecting obstacle instances using radar sensors in autonomous machine applications,B2,20,0,ipg240130.xml
11886262,utility,2024-01-30,Power management in a multiple-processor computing device,B2,22,0,ipg240130.xml
11886634,utility,2024-01-30,Personalized calibration functions for user gaze detection in autonomous driving applications,B2,23,0,ipg240130.xml
11886744,utility,2024-01-30,"Systems, methods, and apparatuses for making writes to persistent memory",B2,24,0,ipg240130.xml
11886885,utility,2024-01-30,High-throughput asynchronous data pipeline,B2,20,0,ipg240130.xml
11886980,utility,2024-01-30,Neural network accelerator using logarithmic-based arithmetic,B2,20,0,ipg240130.xml
11887245,utility,2024-01-30,Techniques for rendering signed distance functions,B2,20,0,ipg240130.xml
11889122,utility,2024-01-30,Quality aware error concealment technique for streaming media,B2,20,0,ipg240130.xml
11891036,utility,2024-02-06,Leveraging rear-view sensors for automatic emergency braking in autonomous machine applications,B2,20,0,ipg240206.xml
11892629,utility,2024-02-06,Holographic virtual reality display,B2,26,0,ipg240206.xml
11892898,utility,2024-02-06,Movement data for failure identification,B2,20,0,ipg240206.xml
11892946,utility,2024-02-06,Disaggregated hypervisor on multiple devices,B2,28,0,ipg240206.xml
11893423,utility,2024-02-06,"Techniques for configuring a processor to function as multiple, separate processors",B2,19,0,ipg240206.xml
11893468,utility,2024-02-06,Imitation learning system,B2,28,0,ipg240206.xml
11893653,utility,2024-02-06,Unified memory systems and methods,B2,20,0,ipg240206.xml
11895808,utility,2024-02-06,Intelligent refrigeration-assisted data center liquid cooling,B2,22,0,ipg240206.xml
11895809,utility,2024-02-06,Intelligent leak sensor system for datacenter cooling systems,B2,19,0,ipg240206.xml
11897471,utility,2024-02-13,Intersection detection and classification in autonomous machine applications,B2,20,0,ipg240213_r1.xml
11899609,utility,2024-02-13,Frame alignment recovery for a high-speed signaling interconnect,B2,20,0,ipg240213_r1.xml
11899749,utility,2024-02-13,Automatic labeling and segmentation using machine learning models,B2,33,0,ipg240213_r1.xml
11900629,utility,2024-02-13,Surface profile estimation and bump detection for autonomous machine,B2,20,0,ipg240213_r1.xml
11902705,utility,2024-02-13,Video prediction using one or more neural networks,B2,37,0,ipg240213_r1.xml
11906660,utility,2024-02-20,Object detection and classification using LiDAR range images for autonomous machine applications,B2,19,0,ipg240220.xml
11907717,utility,2024-02-20,Techniques for efficiently transferring data to a processor,B2,21,0,ipg240220.xml
11907846,utility,2024-02-20,Learning and propagating visual attributes,B2,22,0,ipg240220.xml
11908064,utility,2024-02-20,Accelerated processing via a physically based rendering engine,B2,19,0,ipg240220.xml
11908104,utility,2024-02-20,Weighted normalized automatic white balancing,B2,20,0,ipg240220.xml
11908203,utility,2024-02-20,Analysis of point cloud data using depth maps,B2,26,0,ipg240220.xml
11909820,utility,2024-02-20,Method and apparatus for execution of applications in a cloud system,B2,20,0,ipg240220.xml
11910576,utility,2024-02-20,Heat recovery for datacenter cooling systems,B2,22,0,ipg240220.xml
11910577,utility,2024-02-20,Staged cooling for secondary coolant in datacenter cooling systems,B2,20,0,ipg240220.xml
11915145,utility,2024-02-27,Leveraging multidimensional sensor data for computationally efficient object detection for autonomous machine applications,B2,20,0,ipg240227.xml
11915493,utility,2024-02-27,Multi-view deep neural network for LiDAR perception,B2,20,1,ipg240227.xml
11917307,utility,2024-02-27,Image signal processing pipelines for high dynamic range sensors,B2,20,0,ipg240227.xml
11918890,utility,2024-03-05,Using touch sensing to make a trackball behave like a joystick,B2,18,0,ipg240305.xml
11921502,utility,2024-03-05,Regression-based line detection for autonomous driving machines,B2,20,0,ipg240305.xml
11921997,utility,2024-03-05,User interfaces and methods for generating a new artifact based on existing artifacts,B2,33,0,ipg240305.xml
11922533,utility,2024-03-05,Dynamically reducing latency in processing pipelines,B2,17,0,ipg240305.xml
11922556,utility,2024-03-05,Ray-traced light resampling using screen space visibility,B2,27,0,ipg240305.xml
11922558,utility,2024-03-05,Hybrid differentiable rendering for light transport simulation systems and applications,B2,20,0,ipg240305.xml
11922567,utility,2024-03-05,Asynchronous lighting for image illumination,B2,20,0,ipg240305.xml
11922568,utility,2024-03-05,Finite aperture omni-directional stereo light transport,B2,20,0,ipg240305.xml
11922571,utility,2024-03-05,3D surface structure estimation using neural networks for autonomous systems and applications,B2,21,1,ipg240305.xml
11923853,utility,2024-03-05,Circuit structures to measure flip-flop timing characteristics,B2,16,0,ipg240305.xml
11925860,utility,2024-03-12,Projective hash maps,B2,22,0,ipg240312.xml
11926346,utility,2024-03-12,Behavior planning for autonomous vehicles in yield scenarios,B2,20,0,ipg240312.xml
11927449,utility,2024-03-12,Using map-based constraints for determining vehicle state,B2,33,0,ipg240312.xml
11927502,utility,2024-03-12,Simulating realistic test data from transformed real-world sensor data for autonomous machine applications,B2,19,0,ipg240312.xml
11928764,utility,2024-03-12,Neural network motion controller,B2,32,0,ipg240312.xml
11928772,utility,2024-03-12,Method for forward progress and programmable timeouts of tree traversal mechanisms in hardware,B2,24,0,ipg240312.xml
11928822,utility,2024-03-12,Intersection region detection and classification for autonomous machine applications,B2,20,0,ipg240312.xml
11928826,utility,2024-03-12,Enhanced optical flow estimation using a varied scan order,B2,20,0,ipg240312.xml
11931909,utility,2024-03-19,Data selection based on uncertainty quantification,B2,31,0,ipg240319.xml
11934242,utility,2024-03-19,"Intelligent data center including N independent coolable clusters having respective actual power demand (P ac) adjustable at, above or below an ostensible power demand (P os)",B2,20,0,ipg240319.xml
11934311,utility,2024-03-19,Hybrid allocation of data lines in a streaming cache memory,B2,21,0,ipg240319.xml
11934520,utility,2024-03-19,Detecting data anomalies on a data interface using machine learning,B2,20,0,ipg240319.xml
11934567,utility,2024-03-19,Preventing unauthorized translated access using address signing,B2,20,0,ipg240319.xml
11934829,utility,2024-03-19,Using a vector processor to configure a direct memory access system for feature tracking operations in a system on a chip,B2,20,0,ipg240319.xml
11934867,utility,2024-03-19,Techniques for divergent thread group execution scheduling,B2,24,0,ipg240319.xml
11934872,utility,2024-03-19,Program flow monitoring and control of an event-triggered system,B2,20,0,ipg240319.xml
11934955,utility,2024-03-19,Neural network based facial analysis using facial landmarks and associated confidence values,B2,20,0,ipg240319.xml
11934959,utility,2024-03-19,Video synthesis using one or more neural networks,B2,31,0,ipg240319.xml
11935177,utility,2024-03-19,Ray tracing using reservoir resampling with spatial shift-mapping,B2,20,0,ipg240319.xml
11935179,utility,2024-03-19,Fully-fused neural network execution,B2,21,0,ipg240319.xml
11935194,utility,2024-03-19,Constrained BSDF sampling,B2,20,0,ipg240319.xml
11936379,utility,2024-03-19,Digital delay line calibration with duty cycle correction for high bandwidth memory interface,B2,20,0,ipg240319.xml
11936507,utility,2024-03-19,CMOS signaling front end for extra short reach links,B2,28,0,ipg240319.xml
11937028,utility,2024-03-19,Cable identification and guided connections,B2,20,0,ipg240319.xml
11938406,utility,2024-03-26,Dynamic allocation of compute resources for highlight generation in cloud gaming systems,B2,20,0,ipg240326.xml
11940493,utility,2024-03-26,Flexible one-hot decoding logic for clock controls,B1,17,0,ipg240326.xml
11940947,utility,2024-03-26,Hardware accelerated anomaly detection using a min/max collector in a system on a chip,B2,20,0,ipg240326.xml
11941719,utility,2024-03-26,Learning robotic tasks using one or more neural networks,B2,20,0,ipg240326.xml
11941743,utility,2024-03-26,Generation of sample points in rendering applications using elementary interval stratification,B2,20,0,ipg240326.xml
11941745,utility,2024-03-26,Reflection denoising in ray-tracing applications,B2,20,0,ipg240326.xml
11941752,utility,2024-03-26,Streaming a compressed light field,B2,19,0,ipg240326.xml
11941819,utility,2024-03-26,Object detection using skewed polygons suitable for parking space detection,B2,20,0,ipg240326.xml
11941873,utility,2024-03-26,Determining drivable free-space for autonomous vehicles,B2,20,0,ipg240326.xml
11941887,utility,2024-03-26,Scenario recreation through object detection and 3D visualization in a multi-sensor environment,B2,20,0,ipg240326.xml
11941899,utility,2024-03-26,Data selection based on uncertainty quantification,B2,34,0,ipg240326.xml
11944903,utility,2024-04-02,Using playstyle patterns to generate virtual representations of game players,B2,20,0,ipg240402.xml
11947742,utility,2024-04-02,Submovement-based mouse input cheating detection,B2,25,0,ipg240402.xml
11947804,utility,2024-04-02,Hardware latency monitoring for memory device input/output requests,B2,20,0,ipg240402.xml
11948078,utility,2024-04-02,Joint representation learning from images and text,B2,20,0,ipg240402.xml
11948246,utility,2024-04-02,Spatiotemporal resampling with decoupled shading and reuse,B2,22,0,ipg240402.xml
11948315,utility,2024-04-02,Image composition in multiview automotive and robotics systems,B2,29,0,ipg240402.xml
11950396,utility,2024-04-02,Intelligent swappable modular unit for local cooling loops in a datacenter cooling system,B2,15,0,ipg240402.xml
11953957,utility,2024-04-09,Liquid flow distribution using one or more neural networks,B2,30,0,ipg240409.xml
11954037,utility,2024-04-09,Memory address allocation and cache mapping to retain data in cache,B2,21,0,ipg240409.xml
11954487,utility,2024-04-09,"Techniques, devices, and instruction set architecture for efficient modular division and inversion",B2,20,0,ipg240409.xml
11954496,utility,2024-04-09,Reduced memory write requirements in a system on a chip using automatic store predication,B2,20,0,ipg240409.xml
11954518,utility,2024-04-09,User-defined metered priority queues,B2,19,0,ipg240409.xml
11954791,utility,2024-04-09,Fluid simulations using one or more neural networks,B2,20,0,ipg240409.xml
11954830,utility,2024-04-09,High dynamic range support for legacy applications,B2,20,0,ipg240409.xml
11954862,utility,2024-04-09,Joint estimation of heart rate and respiratory rate using neural networks,B2,22,0,ipg240409.xml
11954914,utility,2024-04-09,Belief propagation for range image mapping in autonomous machine applications,B2,20,0,ipg240409.xml
11956306,utility,2024-04-09,Multicast-reduction assisted by network devices,B1,30,0,ipg240409.xml
11956342,utility,2024-04-09,Reliable link management for a high-speed signaling interconnect,B2,20,0,ipg240409.xml
11956931,utility,2024-04-09,Intelligent and dynamic cold plate for datacenter cooling systems,B2,15,0,ipg240409.xml
11958529,utility,2024-04-16,Controlling position of robot by determining goal proposals by using neural networks,B2,24,0,ipg240416.xml
11960026,utility,2024-04-16,Deep neural network for detecting obstacle instances using radar sensors in autonomous machine applications,B2,20,1,ipg240416.xml
11960433,utility,2024-04-16,Techniques to transfer data among hardware devices,B2,26,1,ipg240416.xml
11960570,utility,2024-04-16,Learning contrastive representation for semantic correspondence,B2,20,0,ipg240416.xml
11961001,utility,2024-04-16,Parallel forward and backward propagation,B2,20,0,ipg240416.xml
11961176,utility,2024-04-16,Global illumination using shared lighting contributions for interactions in path tracing,B2,20,0,ipg240416.xml
11961243,utility,2024-04-16,Object detection using image alignment for autonomous machine applications,B2,31,0,ipg240416.xml
11961308,utility,2024-04-16,Camera blockage detection for autonomous driving systems,B2,20,0,ipg240416.xml
11962301,utility,2024-04-16,Ring oscillator using multi-phase signal reassembly,B2,21,0,ipg240416.xml
11962306,utility,2024-04-16,Clock anomaly detection,B2,30,0,ipg240416.xml
11962312,utility,2024-04-16,Frequency-locked and phase-locked loop-based clock glitch detection for security,B2,23,0,ipg240416.xml
11962638,utility,2024-04-16,Differential data transfer using congestion control,B2,22,0,ipg240416.xml
11963339,utility,2024-04-16,Unified fan-less radiator for datacenter cooling systems,B2,25,0,ipg240416.xml
11966228,utility,2024-04-23,Safety procedure analysis for obstacle avoidance in autonomous vehicles,B2,20,0,ipg240423.xml
11966348,utility,2024-04-23,Reducing coupling and power noise on PAM-4 I/O interface,B2,17,0,ipg240423.xml
11966480,utility,2024-04-23,Fairly utilizing multiple contexts sharing cryptographic hardware,B2,20,0,ipg240423.xml
11966673,utility,2024-04-23,Sensor simulation and learning sensor models with generative machine learning methods,B2,17,0,ipg240423.xml
11966737,utility,2024-04-23,"Robust, efficient multiprocessor-coprocessor interface",B2,17,0,ipg240423.xml
11966765,utility,2024-04-23,Memory bandwidth throttling for virtual machines,B2,19,0,ipg240423.xml
11966835,utility,2024-04-23,Deep neural network accelerator with fine-grained parallelism discovery,B2,20,0,ipg240423.xml
11966838,utility,2024-04-23,Behavior-guided path planning in autonomous machine applications,B2,20,0,ipg240423.xml
11967022,utility,2024-04-23,3D surface structure estimation using neural networks for autonomous systems and applications,B2,21,1,ipg240423.xml
11967024,utility,2024-04-23,"Extracting triangular 3-D models, materials, and lighting from images",B2,25,0,ipg240423.xml
11967396,utility,2024-04-23,Multi-rank receiver,B2,20,0,ipg240423.xml
11968040,utility,2024-04-23,Graph neural network for channel decoding,B2,26,0,ipg240423.xml
11971774,utility,2024-04-30,Programmable power balancing in a datacenter,B2,19,0,ipg240430.xml
11971790,utility,2024-04-30,Online fault detection in ReRAM-based AI/ML,B2,21,0,ipg240430.xml
11972188,utility,2024-04-30,Rail power density aware standard cell placement for integrated circuits,B2,28,0,ipg240430.xml
11972281,utility,2024-04-30,Just in time compilation using link time optimization,B2,20,0,ipg240430.xml
11972354,utility,2024-04-30,Representing a neural network utilizing paths within the network to improve a performance of the neural network,B2,25,0,ipg240430.xml
11973060,utility,2024-04-30,Extended through wafer vias for power delivery in face-to-face dies,B2,20,0,ipg240430.xml
11973501,utility,2024-04-30,Digitally controlled unified receiver for multi-rank system,B2,7,0,ipg240430.xml
11974416,utility,2024-04-30,Intelligent thermosyphon system for datacenter cooling systems,B2,17,0,ipg240430.xml
11976939,utility,2024-05-07,High-definition maps and localization for road vehicles,B2,20,0,ipg240507_r1.xml
11977386,utility,2024-05-07,Adversarial scenarios for safety testing of autonomous vehicles,B2,21,0,ipg240507_r1.xml
11977388,utility,2024-05-07,Quantizing autoencoders in a neural network,B2,20,0,ipg240507_r1.xml
11977452,utility,2024-05-07,"Efficient IO processing in a storage system with instant snapshot, XCOPY, and UNMAP capabilities",B2,12,0,ipg240507_r1.xml
11977489,utility,2024-05-07,Unified virtual memory management in heterogeneous computing systems,B2,36,0,ipg240507_r1.xml
11977766,utility,2024-05-07,Hierarchical network for stacked memory system,B2,27,0,ipg240507_r1.xml
11977888,utility,2024-05-07,Inline data inspection for workload simplification,B2,20,0,ipg240507_r1.xml
11978181,utility,2024-05-07,Training a neural network using luminance,B1,26,0,ipg240507_r1.xml
11978258,utility,2024-05-07,Techniques for identification of out-of-distribution input data in neural networks,B2,41,0,ipg240507_r1.xml
11978266,utility,2024-05-07,Occupant attentiveness and cognitive load monitoring for autonomous and semi-autonomous driving applications,B2,20,0,ipg240507_r1.xml
11978496,utility,2024-05-07,Distributed global and local reference voltage generation,B2,13,0,ipg240507_r1.xml
11981349,utility,2024-05-14,Behavior planning for autonomous vehicles,B2,20,0,ipg240514.xml
11983536,utility,2024-05-14,Instruction prefetch based power control,B1,20,0,ipg240514.xml
11983566,utility,2024-05-14,Hardware circuit for deep learning task scheduling,B2,23,0,ipg240514.xml
11983815,utility,2024-05-14,Synthesizing high resolution 3D shapes from lower resolution representations for synthetic data generation systems and applications,B2,21,0,ipg240514.xml
11983928,utility,2024-05-14,Dynamically composable object tracker configuration for intelligent video analytics systems,B1,17,0,ipg240514.xml
11985220,utility,2024-05-14,Equalization adaptation schemes for high-speed links,B2,20,0,ipg240514.xml
11985221,utility,2024-05-14,Efficient masking of secure data in ladder-type cryptographic computations,B2,20,0,ipg240514.xml
11985801,utility,2024-05-14,Intelligent flow controllers with hot-swappable cold plates in datacenter cooling systems,B2,20,0,ipg240514.xml
11988401,utility,2024-05-21,Thermal testing for hybrid datacenter cooling systems,B2,20,0,ipg240521.xml
11988518,utility,2024-05-21,Updating high definition maps based on lane closure and lane opening,B2,36,0,ipg240521.xml
11989067,utility,2024-05-21,Laptop computer with display-side cooling system,B2,21,0,ipg240521.xml
11989262,utility,2024-05-21,Unsupervised domain adaptation with neural networks,B2,14,0,ipg240521.xml
11989642,utility,2024-05-21,Future object trajectory predictions for autonomous machine applications,B2,20,0,ipg240521.xml
11989948,utility,2024-05-21,Accelerated non-maximum suppression in machine learning applications,B1,20,0,ipg240521.xml
11990713,utility,2024-05-21,Connector positioning system and method,B2,17,0,ipg240521.xml
11991865,utility,2024-05-21,Datacenter cooling fluid quality analysis and mitigation,B2,20,0,ipg240521.xml
11995023,utility,2024-05-28,Techniques to transfer data among hardware devices,B2,26,0,ipg240528.xml
11995378,utility,2024-05-28,Dynamically preventing audio artifacts,B2,21,0,ipg240528.xml
11995551,utility,2024-05-28,Pruning convolutional neural networks,B2,20,0,ipg240528.xml
11995759,utility,2024-05-28,Adaptive ray tracing suitable for shadow rendering,B2,23,0,ipg240528.xml
11995854,utility,2024-05-28,Mesh reconstruction using data-driven priors,B2,2,0,ipg240528.xml
11995883,utility,2024-05-28,Scene graph generation for unlabeled data,B2,20,0,ipg240528.xml
11995895,utility,2024-05-28,Multi-object tracking using correlation filters in video analytics applications,B2,20,0,ipg240528.xml
11997306,utility,2024-05-28,Adaptive pixel sampling order for temporally dense rendering,B2,20,0,ipg240528.xml
11997830,utility,2024-05-28,Intelligent radiator-assisted power and coolant distribution unit for datacenter cooling systems,B2,11,0,ipg240528.xml
12001592,utility,2024-06-04,Protecting against resets by untrusted software during cryptographic operations,B2,20,0,ipg240604.xml
12001725,utility,2024-06-04,Combined on-package and off-package memory system,B2,20,0,ipg240604.xml
12001958,utility,2024-06-04,Future trajectory predictions in multi-actor environments for autonomous machine,B2,29,0,ipg240604.xml
12002189,utility,2024-06-04,Remastering lower dynamic range content for higher dynamic range displays,B2,20,0,ipg240604.xml
12003253,utility,2024-06-04,Performing cyclic redundancy checks using parallel computing architectures,B2,25,0,ipg240604.xml
12003633,utility,2024-06-04,"Techniques, devices, and instruction set architecture for balanced and secure ladder computations",B2,22,0,ipg240604.xml
12005363,utility,2024-06-11,Cloud execution of audio/video compositing applications,B2,27,0,ipg240611.xml
12005855,utility,2024-06-11,Machine learning-based seatbelt detection and usage recognition using fiducial marking,B2,22,0,ipg240611.xml
12008475,utility,2024-06-11,Transposed sparse matrix multiply by dense matrix for neural network training,B2,32,0,ipg240611.xml
12009816,utility,2024-06-11,Level-conversion circuits for signaling across voltage domains,B2,17,0,ipg240611.xml
12010819,utility,2024-06-11,Energy efficient liquid-cooled datacenters,B2,16,0,ipg240611.xml
12012125,utility,2024-06-18,Communicating faults to an isolated safety region of a system on a chip,B2,39,0,ipg240618.xml
12013244,utility,2024-06-18,Intersection pose detection in autonomous machine applications,B2,20,0,ipg240618.xml
12013844,utility,2024-06-18,Concurrent hash map updates,B2,20,0,ipg240618.xml
12014460,utility,2024-06-18,Adaptive temporal image filtering for rendering realistic illumination,B2,20,0,ipg240618.xml
12014547,utility,2024-06-18,Event information extraction from game logs using natural language processing,B2,20,0,ipg240618.xml
12016154,utility,2024-06-18,In-row cooling unit with interchangeable heat exchangers,B2,20,0,ipg240618.xml
12017352,utility,2024-06-25,Transformation of joint space coordinates using machine learning,B2,32,0,ipg240625.xml
12019498,utility,2024-06-25,Core off sleep mode with low exit latency,B2,35,0,ipg240625.xml
12019967,utility,2024-06-25,Routing connections in integrated circuits based on reinforcement learning,B2,41,0,ipg240625.xml
12020035,utility,2024-06-25,Programmatically controlled data multicasting across multiple compute engines,B2,21,0,ipg240625.xml
12020076,utility,2024-06-25,Techniques for balancing workloads when parallelizing multiply-accumulate computations,B2,21,0,ipg240625.xml
12020367,utility,2024-06-25,Ray tracing hardware acceleration with alternative world space transforms,B2,19,0,ipg240625.xml
12022633,utility,2024-06-25,Blower design for a graphics processing unit,B2,16,0,ipg240625.xml
12022634,utility,2024-06-25,Adjustable fan for datacenter cooling systems,B2,20,0,ipg240625.xml
12026626,utility,2024-07-02,Multi-level and multi-label content classification using unsupervised and ensemble machine learning techniques,B1,32,0,ipg240702.xml
12026822,utility,2024-07-02,Shadow denoising in ray-tracing applications,B2,20,0,ipg240702.xml
12026830,utility,2024-07-02,Performing spherical denoising,B2,45,0,ipg240702.xml
12026845,utility,2024-07-02,Image generation using one or more neural networks,B2,30,0,ipg240702.xml
12026955,utility,2024-07-02,Assigning obstacles to lanes using neural networks for autonomous machine applications,B2,20,0,ipg240702.xml
12027198,utility,2024-07-02,Mitigating duty cycle distortion degradation due to device aging on high-bandwidth memory interface,B2,20,0,ipg240702.xml
12031824,utility,2024-07-09,Augmentation of global navigation satellite system based data,B2,20,0,ipg240709.xml
12032380,utility,2024-07-09,Guiding vehicles through vehicle maneuvers using machine learning models,B2,20,0,ipg240709.xml
12032840,utility,2024-07-09,System level hardware mechanisms for dynamic assist control,B2,20,0,ipg240709.xml
12033060,utility,2024-07-09,Asynchronous accumulator using logarithmic-based arithmetic,B2,19,0,ipg240709.xml
12033301,utility,2024-07-09,Video upsampling using one or more neural networks,B2,39,0,ipg240709.xml
12033667,utility,2024-07-09,Determining high-interest durations of gameplay sessions from user inputs,B2,20,0,ipg240709.xml
12034576,utility,2024-07-09,Receiver and transmitter adaptation using stochastic gradient hill climbing with genetic mutation,B2,20,0,ipg240709.xml
12034967,utility,2024-07-09,Superpixel generation and use,B2,41,0,ipg240709.xml
12039343,utility,2024-07-16,State suspension for optimizing start-up processes of autonomous vehicles,B2,20,0,ipg240716.xml
12039350,utility,2024-07-16,Streaming application visuals using page-like splitting of individual windows,B2,20,0,ipg240716.xml
12039362,utility,2024-07-16,Processing interrupt requests for autonomous systems and applications,B2,39,0,ipg240716.xml
12039423,utility,2024-07-16,System and method for procedurally synthesizing datasets of objects of interest for training machine-learning models,B2,17,0,ipg240716.xml
12039436,utility,2024-07-16,Stereo depth estimation using deep neural networks,B2,20,0,ipg240716.xml
12039633,utility,2024-07-16,Light-resampling with surface similarity test,B2,23,0,ipg240716.xml
12039663,utility,2024-07-16,3D surface structure estimation using neural networks for autonomous systems and applications,B2,21,0,ipg240716.xml
12039694,utility,2024-07-16,Video upsampling using one or more neural networks,B2,33,0,ipg240716.xml
